user_id,signup_date,group,activated,weekly_usage,retained_4w,paid,revenue,,,,,,
504,00:08.6,treatment,1,3,0,0,0,,,,,,
505,00:08.6,treatment,0,0,0,0,0,,,,,,
506,00:08.6,treatment,1,10,0,0,0,,,,,,
507,00:08.6,treatment,1,5,1,1,8.554173453,,,,,,
508,00:08.6,treatment,0,1,1,0,0,,,,,,
509,00:08.6,control,1,4,0,0,0,,,,,,
510,00:08.6,control,1,7,0,0,0,,,,,,
511,00:08.6,control,1,4,0,0,0,,,,,,
512,00:08.6,treatment,1,1,0,0,0,,,,,,
513,00:08.6,treatment,1,4,0,0,0,,,,,,
514,00:08.6,control,0,1,1,0,0,,,,,,
515,00:08.6,control,1,12,0,1,12.61203875,,,,,,
516,00:08.6,treatment,0,1,1,0,0,,,,,,
517,00:08.6,control,0,2,0,0,0,,,,,,
518,00:08.6,treatment,0,1,0,0,0,,,,,,
519,00:08.6,treatment,0,0,0,0,0,,,,,,
520,00:08.6,control,0,1,0,0,0,,,,,,
521,00:08.6,control,1,4,0,0,0,,,,,,
522,00:08.6,control,1,1,0,0,0,,,,,,
523,00:08.6,treatment,0,2,1,0,0,,,,,,
524,00:08.6,treatment,1,4,1,0,0,,,,,,
525,00:08.6,control,0,0,0,0,0,,,,,,
526,00:08.6,treatment,1,5,1,0,0,,,,,,
527,00:08.6,treatment,1,6,1,0,0,,,,,,
528,00:08.6,treatment,0,1,1,0,0,,,,,,
529,00:08.6,control,0,1,0,0,0,,,,,,
530,00:08.6,treatment,0,1,0,0,0,,,,,,
531,00:08.6,control,1,6,0,0,0,,,,,,
532,00:08.6,control,0,2,0,1,7.851962882,,,,,,
533,00:08.6,treatment,1,4,1,0,0,,,,,,
534,00:08.6,control,1,6,0,0,0,,,,,,
535,00:08.6,treatment,0,3,0,0,0,,,,,,
536,00:08.6,control,0,2,0,1,9.474636735,,,,,,
537,00:08.6,control,1,2,1,0,0,,,,,,
538,00:08.6,treatment,1,3,0,0,0,,,,,,
539,00:08.6,control,0,0,1,0,0,,,,,,
540,00:08.6,control,1,6,1,0,0,,,,,,
541,00:08.6,control,0,2,1,0,0,,,,,,
542,00:08.6,treatment,0,1,0,0,0,,,,,,
543,00:08.6,treatment,1,5,0,0,0,,,,,,
544,00:08.6,control,0,4,1,0,0,,,,,,
545,00:08.6,control,0,2,0,0,0,,,,,,
546,00:08.6,control,1,2,1,0,0,,,,,,
547,00:08.6,treatment,1,7,0,0,0,,,,,,
548,00:08.6,treatment,0,0,0,0,0,,,,,,
549,00:08.6,control,0,1,0,0,0,,,,,,
550,00:08.6,treatment,1,6,1,0,0,,,,,,
551,00:08.6,treatment,0,2,1,0,0,,,,,,
552,00:08.6,treatment,1,7,0,0,0,,,,,,
553,00:08.6,treatment,0,4,0,0,0,,,,,,
554,00:08.6,control,0,0,1,0,0,,,,,,
555,00:08.6,treatment,0,2,1,0,0,,,,,,
556,00:08.6,treatment,1,5,1,1,6.73066239,,,,,,
557,00:08.6,control,1,5,0,0,0,,,,,,
558,00:08.6,control,0,2,1,0,0,,,,,,
559,00:08.6,treatment,1,7,1,0,0,,,,,,
560,00:08.6,treatment,1,3,0,0,0,,,,,,
561,00:08.6,control,0,3,1,0,0,,,,,,
562,00:08.6,control,0,3,1,0,0,,,,,,
563,00:08.6,control,1,7,0,0,0,,,,,,
564,00:08.6,treatment,0,2,1,0,0,,,,,,
565,00:08.6,treatment,0,3,1,0,0,,,,,,
566,00:08.6,control,1,7,1,0,0,,,,,,
567,00:08.6,treatment,0,1,0,0,0,,,,,,
568,00:08.6,control,0,0,1,0,0,,,,,,
569,00:08.6,treatment,1,5,0,0,0,,,,,,
570,00:08.6,control,0,2,0,0,0,,,,,,
571,00:08.6,control,1,4,0,0,0,,,,,,
572,00:08.6,treatment,1,5,0,0,0,,,,,,
573,00:08.6,treatment,1,5,0,0,0,,,,,,
574,00:08.6,treatment,0,1,0,0,0,,,,,,
575,00:08.6,treatment,1,3,0,0,0,,,,,,
576,00:08.6,treatment,0,2,1,1,12.39626158,,,,,,
577,00:08.6,treatment,0,3,0,0,0,,,,,,
578,00:08.6,control,0,1,0,0,0,,,,,,
579,00:08.6,treatment,1,6,0,0,0,,,,,,
580,00:08.6,control,0,1,1,0,0,,,,,,
581,00:08.6,control,1,5,0,0,0,,,,,,
582,00:08.6,treatment,1,3,1,0,0,,,,,,
583,00:08.6,control,1,6,0,0,0,,,,,,
584,00:08.6,control,1,6,0,0,0,,,,,,
585,00:08.6,treatment,1,5,0,0,0,,,,,,
586,00:08.6,treatment,1,4,0,0,0,,,,,,
587,00:08.6,treatment,0,0,0,0,0,,,,,,
588,00:08.6,control,0,1,1,0,0,,,,,,
589,00:08.6,treatment,0,0,0,0,0,,,,,,
590,00:08.6,treatment,1,4,0,0,0,,,,,,
591,00:08.6,treatment,0,0,0,0,0,,,,,,
592,00:08.6,treatment,0,0,0,0,0,,,,,,
593,00:08.6,control,1,4,0,0,0,,,,,,
594,00:08.6,treatment,1,3,0,0,0,,,,,,
595,00:08.6,control,0,2,0,0,0,,,,,,
596,00:08.6,treatment,0,0,0,0,0,,,,,,
597,00:08.6,control,0,0,1,0,0,,,,,,
598,00:08.6,control,0,0,0,0,0,,,,,,
599,00:08.6,control,1,6,1,0,0,,,,,,
600,00:08.6,treatment,1,6,0,0,0,,,,,,
601,00:08.6,control,0,0,0,0,0,,,,,,
602,00:08.6,treatment,1,3,0,0,0,,,,,,
603,00:08.6,treatment,0,3,0,0,0,,,,,,
604,00:08.6,treatment,0,3,1,0,0,,,,,,
605,00:08.6,treatment,1,5,1,0,0,,,,,,
606,00:08.6,treatment,1,7,1,0,0,,,,,,
607,00:08.6,control,0,4,1,0,0,,,,,,
608,00:08.6,treatment,0,2,0,0,0,,,,,,
609,00:08.6,control,0,1,0,0,0,,,,,,
610,00:08.6,control,1,7,0,1,10.20114189,,,,,,
611,00:08.6,control,0,1,0,0,0,,,,,,
612,00:08.6,control,1,6,1,0,0,,,,,,
613,00:08.6,control,0,1,0,0,0,,,,,,
614,00:08.6,control,1,3,1,0,0,,,,,,
615,00:08.6,control,0,1,0,0,0,,,,,,
616,00:08.6,treatment,1,5,0,0,0,,,,,,
617,00:08.6,control,1,5,0,0,0,,,,,,
618,00:08.6,treatment,0,1,1,0,0,,,,,,
619,00:08.6,control,0,0,1,0,0,,,,,,
620,00:08.6,control,1,4,0,0,0,,,,,,
621,00:08.6,control,1,6,0,0,0,,,,,,
622,00:08.6,control,1,6,1,0,0,,,,,,
623,00:08.6,treatment,1,5,1,0,0,,,,,,
624,00:08.6,treatment,1,6,1,0,0,,,,,,
625,00:08.6,treatment,1,10,0,0,0,,,,,,
626,00:08.6,control,0,1,1,0,0,,,,,,
627,00:08.6,control,1,3,0,0,0,,,,,,
628,00:08.6,control,0,1,1,0,0,,,,,,
629,00:08.6,treatment,1,6,0,1,15.31912452,,,,,,
630,00:08.6,control,1,7,0,0,0,,,,,,
631,00:08.6,treatment,0,2,0,0,0,,,,,,
632,00:08.6,treatment,1,6,1,1,14.03646232,,,,,,
633,00:08.6,control,0,0,0,0,0,,,,,,
634,00:08.6,control,1,4,1,0,0,,,,,,
635,00:08.6,treatment,1,4,0,0,0,,,,,,
636,00:08.6,treatment,0,0,0,0,0,,,,,,
637,00:08.6,treatment,0,2,1,0,0,,,,,,
638,00:08.6,control,0,1,0,0,0,,,,,,
639,00:08.6,control,1,3,1,1,14.48772071,,,,,,
640,00:08.6,control,1,6,0,1,11.15940493,,,,,,
641,00:08.6,control,0,0,0,0,0,,,,,,
642,00:08.6,control,1,7,1,0,0,,,,,,
643,00:08.6,control,1,3,1,0,0,,,,,,
644,00:08.6,treatment,0,1,1,0,0,,,,,,
645,00:08.6,treatment,0,1,0,0,0,,,,,,
646,00:08.6,treatment,1,3,0,0,0,,,,,,
647,00:08.6,control,0,2,0,0,0,,,,,,
648,00:08.6,treatment,1,7,1,1,7.41543947,,,,,,
649,00:08.6,control,0,0,0,0,0,,,,,,
650,00:08.6,control,0,1,0,0,0,,,,,,
651,00:08.6,treatment,0,0,1,0,0,,,,,,
652,00:08.6,control,1,12,1,1,9.593651746,,,,,,
653,00:08.6,treatment,0,5,1,0,0,,,,,,
654,00:08.6,treatment,0,0,0,0,0,,,,,,
655,00:08.6,control,1,7,0,0,0,,,,,,
656,00:08.6,treatment,1,6,0,1,13.90149004,,,,,,
657,00:08.6,treatment,0,0,0,0,0,,,,,,
658,00:08.6,treatment,1,6,0,0,0,,,,,,
659,00:08.6,treatment,0,0,0,0,0,,,,,,
660,00:08.6,control,1,3,0,0,0,,,,,,
661,00:08.6,treatment,1,1,0,0,0,,,,,,
662,00:08.6,treatment,0,0,0,0,0,,,,,,
663,00:08.6,treatment,1,4,0,0,0,,,,,,
664,00:08.6,control,0,1,0,0,0,,,,,,
665,00:08.6,treatment,0,2,0,0,0,,,,,,
666,00:08.6,control,0,2,0,0,0,,,,,,
667,00:08.6,treatment,1,8,0,0,0,,,,,,
668,00:08.6,treatment,0,0,1,0,0,,,,,,
669,00:08.6,treatment,0,2,0,0,0,,,,,,
670,00:08.6,control,1,1,1,0,0,,,,,,
671,00:08.6,control,1,6,1,1,6.559932219,,,,,,
672,00:08.6,control,0,1,1,0,0,,,,,,
673,00:08.6,control,1,7,0,0,0,,,,,,
674,00:08.6,control,1,11,0,0,0,,,,,,
675,00:08.6,control,1,1,0,0,0,,,,,,
676,00:08.6,treatment,1,5,1,0,0,,,,,,
677,00:08.6,control,1,5,1,0,0,,,,,,
678,00:08.6,treatment,0,0,0,0,0,,,,,,
679,00:08.6,control,1,3,1,0,0,,,,,,
680,00:08.6,control,1,4,1,1,9.977909637,,,,,,
681,00:08.6,control,0,1,1,0,0,,,,,,
682,00:08.6,treatment,0,0,1,0,0,,,,,,
683,00:08.6,control,1,7,0,0,0,,,,,,
684,00:08.6,control,0,1,0,0,0,,,,,,
685,00:08.6,treatment,0,4,0,0,0,,,,,,
686,00:08.6,treatment,1,8,1,0,0,,,,,,
687,00:08.6,treatment,1,6,0,0,0,,,,,,
688,00:08.6,treatment,0,1,0,0,0,,,,,,
689,00:08.6,control,0,2,0,0,0,,,,,,
690,00:08.6,treatment,1,4,0,0,0,,,,,,
691,00:08.6,control,1,3,0,0,0,,,,,,
692,00:08.6,control,0,0,0,0,0,,,,,,
693,00:08.6,treatment,1,4,0,0,0,,,,,,
694,00:08.6,control,0,2,0,0,0,,,,,,
695,00:08.6,treatment,1,5,0,0,0,,,,,,
696,00:08.6,control,1,3,0,1,9.937985222,,,,,,
697,00:08.6,treatment,0,1,1,0,0,,,,,,
698,00:08.6,treatment,0,0,0,0,0,,,,,,
699,00:08.6,treatment,0,2,0,0,0,,,,,,
700,00:08.6,treatment,1,2,0,1,13.55093279,,,,,,
701,00:08.6,treatment,0,1,0,0,0,,,,,,
702,00:08.6,treatment,0,1,0,0,0,,,,,,
703,00:08.6,control,1,6,0,0,0,,,,,,
704,00:08.6,control,1,5,0,0,0,,,,,,
705,00:08.6,control,1,11,0,0,0,,,,,,
706,00:08.6,treatment,0,1,1,0,0,,,,,,
707,00:08.6,control,0,2,1,0,0,,,,,,
708,00:08.6,treatment,0,1,0,0,0,,,,,,
709,00:08.6,control,0,0,0,0,0,,,,,,
710,00:08.6,control,0,1,1,0,0,,,,,,
711,00:08.6,treatment,1,6,0,1,8.437327532,,,,,,
712,00:08.6,control,0,3,0,0,0,,,,,,
713,00:08.6,control,0,3,0,0,0,,,,,,
714,00:08.6,control,0,0,0,0,0,,,,,,
715,00:08.6,treatment,0,1,1,1,10.70192407,,,,,,
716,00:08.6,control,1,6,0,0,0,,,,,,
717,00:08.6,treatment,0,0,1,0,0,,,,,,
718,00:08.6,control,0,1,0,1,6.021262696,,,,,,
719,00:08.6,control,1,5,1,0,0,,,,,,
720,00:08.6,control,1,5,1,0,0,,,,,,
721,00:08.6,control,0,2,1,0,0,,,,,,
722,00:08.6,treatment,0,0,0,0,0,,,,,,
723,00:08.6,control,1,7,0,0,0,,,,,,
724,00:08.6,treatment,1,5,0,0,0,,,,,,
725,00:08.6,treatment,0,1,0,0,0,,,,,,
726,00:08.6,control,1,8,0,1,7.985822684,,,,,,
727,00:08.6,control,0,1,1,0,0,,,,,,
728,00:08.6,treatment,1,3,1,0,0,,,,,,
729,00:08.6,treatment,1,6,0,0,0,,,,,,
730,00:08.6,control,0,0,0,0,0,,,,,,
731,00:08.6,control,1,7,1,0,0,,,,,,
732,00:08.6,control,1,5,0,1,11.58869032,,,,,,
733,00:08.6,control,0,1,1,0,0,,,,,,
734,00:08.6,control,1,3,0,0,0,,,,,,
735,00:08.6,treatment,1,3,0,0,0,,,,,,
736,00:08.6,control,0,0,0,0,0,,,,,,
737,00:08.6,control,0,0,1,0,0,,,,,,
738,00:08.6,treatment,1,3,0,0,0,,,,,,
739,00:08.6,control,0,1,0,0,0,,,,,,
740,00:08.6,control,0,0,1,0,0,,,,,,
741,00:08.6,treatment,1,7,0,0,0,,,,,,
742,00:08.6,control,1,3,0,0,0,,,,,,
743,00:08.6,treatment,0,2,1,0,0,,,,,,
744,00:08.6,control,0,0,1,0,0,,,,,,
745,00:08.6,control,0,1,0,0,0,,,,,,
746,00:08.6,control,1,3,1,0,0,,,,,,
747,00:08.6,treatment,0,0,1,0,0,,,,,,
748,00:08.6,treatment,1,6,0,0,0,,,,,,
749,00:08.6,treatment,0,1,0,0,0,,,,,,
750,00:08.6,treatment,0,1,0,0,0,,,,,,
751,00:08.6,control,0,0,0,0,0,,,,,,
752,00:08.6,treatment,0,1,1,1,9.808099127,,,,,,
753,00:08.6,treatment,0,2,1,0,0,,,,,,
754,00:08.6,treatment,0,0,0,0,0,,,,,,
755,00:08.6,control,0,2,0,0,0,,,,,,
756,00:08.6,control,0,2,1,0,0,,,,,,
757,00:08.6,treatment,1,2,0,1,8.922116509,,,,,,
758,00:08.6,treatment,1,4,1,1,12.62232661,,,,,,
759,00:08.6,control,1,6,0,0,0,,,,,,
760,00:08.6,treatment,0,1,1,1,12.3202012,,,,,,
761,00:08.6,treatment,0,1,1,0,0,,,,,,
762,00:08.6,treatment,0,2,0,0,0,,,,,,
763,00:08.6,treatment,1,2,1,0,0,,,,,,
764,00:08.6,control,1,6,1,0,0,,,,,,
765,00:08.6,control,1,5,0,0,0,,,,,,
766,00:08.6,control,0,2,0,0,0,,,,,,
767,00:08.6,treatment,0,2,0,0,0,,,,,,
768,00:08.6,treatment,1,6,1,0,0,,,,,,
769,00:08.6,control,1,11,1,0,0,,,,,,
770,00:08.6,control,1,5,0,1,8.688765727,,,,,,
771,00:08.6,control,0,1,0,0,0,,,,,,
772,00:08.6,treatment,0,1,0,0,0,,,,,,
773,00:08.6,control,1,4,1,1,12.92271498,,,,,,
774,00:08.6,treatment,1,1,1,0,0,,,,,,
775,00:08.6,treatment,1,7,0,0,0,,,,,,
776,00:08.6,control,0,1,0,0,0,,,,,,
777,00:08.6,control,1,4,0,0,0,,,,,,
778,00:08.6,treatment,0,0,0,0,0,,,,,,
779,00:08.6,control,1,1,1,0,0,,,,,,
780,00:08.6,control,1,3,0,1,11.00587881,,,,,,
781,00:08.6,treatment,0,1,0,0,0,,,,,,
782,00:08.6,treatment,1,8,0,1,12.7720034,,,,,,
783,00:08.6,treatment,0,1,0,0,0,,,,,,
784,00:08.6,treatment,1,2,0,0,0,,,,,,
785,00:08.6,treatment,1,11,0,0,0,,,,,,
786,00:08.6,control,1,8,1,1,4.081765598,,,,,,
787,00:08.6,treatment,1,3,1,0,0,,,,,,
788,00:08.6,treatment,0,5,0,0,0,,,,,,
789,00:08.6,treatment,0,1,0,0,0,,,,,,
790,00:08.6,control,0,2,1,0,0,,,,,,
791,00:08.6,treatment,1,10,0,1,7.885889375,,,,,,
792,00:08.6,treatment,0,1,0,0,0,,,,,,
793,00:08.6,treatment,0,1,0,0,0,,,,,,
794,00:08.6,control,0,1,0,0,0,,,,,,
795,00:08.6,treatment,1,4,0,1,12.74258997,,,,,,
796,00:08.6,treatment,0,1,1,0,0,,,,,,
797,00:08.6,treatment,0,2,0,0,0,,,,,,
798,00:08.6,control,0,2,1,0,0,,,,,,
799,00:08.6,control,0,1,0,0,0,,,,,,
800,00:08.6,control,1,5,0,0,0,,,,,,
801,00:08.6,control,1,5,0,0,0,,,,,,
802,00:08.6,treatment,0,1,1,1,10.91954093,,,,,,
803,00:08.6,treatment,0,0,0,0,0,,,,,,
804,00:08.6,control,1,7,0,0,0,,,,,,
805,00:08.6,control,0,1,1,0,0,,,,,,
806,00:08.6,treatment,0,1,0,0,0,,,,,,
807,00:08.6,treatment,1,5,0,0,0,,,,,,
808,00:08.6,control,1,1,1,0,0,,,,,,
809,00:08.6,control,0,3,0,0,0,,,,,,
810,00:08.6,control,0,2,0,0,0,,,,,,
811,00:08.6,control,1,4,0,0,0,,,,,,
812,00:08.6,treatment,0,0,0,0,0,,,,,,
813,00:08.6,control,0,2,0,1,9.783450415,,,,,,
814,00:08.6,control,1,11,0,0,0,,,,,,
815,00:08.6,treatment,1,5,0,1,10.43173256,,,,,,
816,00:08.6,treatment,1,7,0,0,0,,,,,,
817,00:08.6,treatment,0,0,1,0,0,,,,,,
818,00:08.6,treatment,1,6,0,1,11.91333691,,,,,,
819,00:08.6,treatment,0,2,0,0,0,,,,,,
820,00:08.6,control,0,0,0,1,7.403088116,,,,,,
821,00:08.6,control,1,5,0,1,10.65116257,,,,,,
822,00:08.6,control,1,2,0,1,6.906888273,,,,,,
823,00:08.6,treatment,1,3,1,0,0,,,,,,
824,00:08.6,control,0,4,0,0,0,,,,,,
825,00:08.6,treatment,0,3,1,0,0,,,,,,
826,00:08.6,control,1,6,0,0,0,,,,,,
827,00:08.6,control,0,0,1,0,0,,,,,,
828,00:08.6,treatment,1,6,1,0,0,,,,,,
829,00:08.6,treatment,1,6,1,0,0,,,,,,
830,00:08.6,control,0,2,0,0,0,,,,,,
831,00:08.6,control,0,1,0,0,0,,,,,,
832,00:08.6,control,0,0,0,0,0,,,,,,
833,00:08.6,control,1,2,1,0,0,,,,,,
834,00:08.6,control,1,7,0,0,0,,,,,,
835,00:08.6,treatment,0,4,0,0,0,,,,,,
836,00:08.6,treatment,0,2,0,0,0,,,,,,
837,00:08.6,treatment,0,0,1,0,0,,,,,,
838,00:08.6,treatment,0,1,1,0,0,,,,,,
839,00:08.6,control,1,6,1,1,11.02975162,,,,,,
840,00:08.6,control,1,6,0,0,0,,,,,,
841,00:08.6,treatment,0,0,0,0,0,,,,,,
842,00:08.6,control,0,1,0,0,0,,,,,,
843,00:08.6,treatment,0,1,0,0,0,,,,,,
844,00:08.6,control,1,5,1,0,0,,,,,,
845,00:08.6,control,1,5,0,0,0,,,,,,
846,00:08.6,control,1,5,1,0,0,,,,,,
847,00:08.6,treatment,0,2,1,1,10.35841306,,,,,,
848,00:08.6,treatment,0,1,1,0,0,,,,,,
849,00:08.6,treatment,1,2,0,1,9.162176261,,,,,,
850,00:08.6,treatment,0,0,1,0,0,,,,,,
851,00:08.6,control,0,1,0,0,0,,,,,,
852,00:08.6,control,1,7,1,0,0,,,,,,
853,00:08.6,control,1,3,0,0,0,,,,,,
854,00:08.6,control,0,0,0,0,0,,,,,,
855,00:08.6,treatment,1,2,1,0,0,,,,,,
856,00:08.6,control,1,3,1,0,0,,,,,,
857,00:08.6,control,0,0,1,0,0,,,,,,
858,00:08.6,control,0,1,0,0,0,,,,,,
859,00:08.6,treatment,0,2,0,0,0,,,,,,
860,00:08.6,treatment,1,2,1,0,0,,,,,,
861,00:08.6,treatment,1,8,1,1,11.72286497,,,,,,
862,00:08.6,control,1,7,0,0,0,,,,,,
863,00:08.6,treatment,1,2,0,0,0,,,,,,
864,00:08.6,control,0,0,0,0,0,,,,,,
865,00:08.6,control,1,3,0,0,0,,,,,,
866,00:08.6,control,1,4,0,0,0,,,,,,
867,00:08.6,treatment,0,0,0,0,0,,,,,,
868,00:08.6,treatment,0,1,1,0,0,,,,,,
869,00:08.6,control,1,6,0,0,0,,,,,,
870,00:08.6,control,0,0,0,1,9.298009581,,,,,,
871,00:08.6,treatment,1,6,1,0,0,,,,,,
872,00:08.6,treatment,1,3,1,0,0,,,,,,
873,00:08.6,treatment,1,4,0,0,0,,,,,,
874,00:08.6,control,1,3,0,0,0,,,,,,
875,00:08.6,control,1,4,0,0,0,,,,,,
876,00:08.6,control,0,0,0,0,0,,,,,,
877,00:08.6,treatment,0,0,1,0,0,,,,,,
878,00:08.6,treatment,1,4,0,0,0,,,,,,
879,00:08.6,treatment,1,6,0,0,0,,,,,,
880,00:08.6,control,1,5,0,0,0,,,,,,
881,00:08.6,control,0,1,0,0,0,,,,,,
882,00:08.6,treatment,1,5,1,0,0,,,,,,
883,00:08.6,control,0,0,1,0,0,,,,,,
884,00:08.6,treatment,1,6,0,0,0,,,,,,
885,00:08.6,control,1,3,1,0,0,,,,,,
886,00:08.6,treatment,0,1,0,0,0,,,,,,
887,00:08.6,control,0,2,1,1,10.62064862,,,,,,
888,00:08.6,control,0,1,0,0,0,,,,,,
889,00:08.6,treatment,0,0,0,0,0,,,,,,
890,00:08.6,treatment,0,1,0,0,0,,,,,,
891,00:08.6,treatment,1,5,1,0,0,,,,,,
892,00:08.6,treatment,1,5,0,0,0,,,,,,
893,00:08.6,treatment,0,0,1,0,0,,,,,,
894,00:08.6,control,1,3,0,0,0,,,,,,
895,00:08.6,treatment,1,6,0,0,0,,,,,,
896,00:08.6,treatment,0,0,1,0,0,,,,,,
897,00:08.6,treatment,1,3,0,0,0,,,,,,
898,00:08.6,control,1,8,1,1,12.19659752,,,,,,
899,00:08.6,treatment,1,7,1,1,11.87038117,,,,,,
900,00:08.6,treatment,0,0,0,0,0,,,,,,
901,00:08.6,treatment,1,4,0,0,0,,,,,,
902,00:08.6,control,0,0,0,0,0,,,,,,
903,00:08.6,control,0,0,0,0,0,,,,,,
904,00:08.6,treatment,0,1,1,0,0,,,,,,
905,00:08.6,control,0,1,0,0,0,,,,,,
906,00:08.6,treatment,1,6,0,0,0,,,,,,
907,00:08.6,control,0,1,0,0,0,,,,,,
908,00:08.6,treatment,0,0,1,0,0,,,,,,
909,00:08.6,control,0,1,1,0,0,,,,,,
910,00:08.6,treatment,1,5,0,0,0,,,,,,
911,00:08.6,treatment,1,8,0,0,0,,,,,,
912,00:08.6,control,1,5,0,0,0,,,,,,
913,00:08.6,treatment,0,2,0,1,6.734514537,,,,,,
914,00:08.6,treatment,0,0,1,0,0,,,,,,
915,00:08.6,treatment,0,1,0,0,0,,,,,,
916,00:08.6,treatment,0,0,0,0,0,,,,,,
917,00:08.6,control,0,2,1,1,8.32138365,,,,,,
918,00:08.6,treatment,0,0,1,0,0,,,,,,
919,00:08.6,control,0,1,0,0,0,,,,,,
920,00:08.6,control,0,1,1,0,0,,,,,,
921,00:08.6,control,1,1,1,0,0,,,,,,
922,00:08.6,control,0,0,0,0,0,,,,,,
923,00:08.6,treatment,1,6,0,1,13.78762237,,,,,,
924,00:08.6,treatment,1,3,1,0,0,,,,,,
925,00:08.6,control,1,2,1,0,0,,,,,,
926,00:08.6,treatment,1,6,0,0,0,,,,,,
927,00:08.6,control,1,4,0,0,0,,,,,,
928,00:08.6,treatment,0,0,1,1,9.465705278,,,,,,
929,00:08.6,treatment,0,0,0,0,0,,,,,,
930,00:08.6,treatment,1,2,0,0,0,,,,,,
931,00:08.6,control,1,3,0,0,0,,,,,,
932,00:08.6,control,0,0,0,0,0,,,,,,
933,00:08.6,treatment,1,7,1,1,10.54028883,,,,,,
934,00:08.6,control,0,2,0,0,0,,,,,,
935,00:08.6,control,1,1,0,0,0,,,,,,
936,00:08.6,treatment,1,3,0,0,0,,,,,,
937,00:08.6,control,0,2,0,0,0,,,,,,
938,00:08.6,treatment,1,7,1,0,0,,,,,,
939,00:08.6,treatment,1,3,1,0,0,,,,,,
940,00:08.6,treatment,0,2,1,1,8.789254381,,,,,,
941,00:08.6,control,1,2,0,0,0,,,,,,
942,00:08.6,treatment,0,1,0,0,0,,,,,,
943,00:08.6,treatment,1,2,0,0,0,,,,,,
944,00:08.6,control,0,0,0,1,10.48656391,,,,,,
945,00:08.6,control,1,5,0,0,0,,,,,,
946,00:08.6,control,0,0,0,0,0,,,,,,
947,00:08.6,control,1,4,1,0,0,,,,,,
948,00:08.6,treatment,1,5,0,0,0,,,,,,
949,00:08.6,control,1,2,0,0,0,,,,,,
950,00:08.6,control,0,0,1,0,0,,,,,,
951,00:08.6,control,0,1,1,0,0,,,,,,
952,00:08.6,control,1,2,0,0,0,,,,,,
953,00:08.6,treatment,0,2,1,0,0,,,,,,
954,00:08.6,control,0,4,0,0,0,,,,,,
955,00:08.6,treatment,0,0,0,0,0,,,,,,
956,00:08.6,control,1,8,1,0,0,,,,,,
957,00:08.6,treatment,1,7,0,0,0,,,,,,
958,00:08.6,treatment,1,4,1,1,10.37561688,,,,,,
959,00:08.6,control,0,1,0,0,0,,,,,,
960,00:08.6,treatment,1,6,0,1,9.725269351,,,,,,
961,00:08.6,control,1,7,1,0,0,,,,,,
962,00:08.6,treatment,1,5,0,0,0,,,,,,
963,00:08.6,treatment,1,5,1,0,0,,,,,,
964,00:08.6,treatment,1,5,1,0,0,,,,,,
965,00:08.6,control,1,7,0,0,0,,,,,,
966,00:08.6,treatment,1,5,0,0,0,,,,,,
967,00:08.6,control,0,1,1,1,13.55207684,,,,,,
968,00:08.6,treatment,1,4,1,1,10.1987561,,,,,,
969,00:08.6,treatment,0,1,0,0,0,,,,,,
970,00:08.6,treatment,1,7,0,0,0,,,,,,
971,00:08.6,treatment,0,3,1,0,0,,,,,,
972,00:08.6,treatment,1,3,0,1,10.27078255,,,,,,
973,00:08.6,treatment,1,1,1,0,0,,,,,,
974,00:08.6,control,1,4,0,0,0,,,,,,
975,00:08.6,control,0,1,0,0,0,,,,,,
976,00:08.6,control,1,5,1,0,0,,,,,,
977,00:08.6,treatment,0,1,1,0,0,,,,,,
978,00:08.6,control,1,4,0,0,0,,,,,,
979,00:08.6,treatment,0,1,0,0,0,,,,,,
980,00:08.6,control,0,1,0,0,0,,,,,,
981,00:08.6,control,0,1,1,0,0,,,,,,
982,00:08.6,treatment,0,1,0,0,0,,,,,,
983,00:08.6,treatment,0,2,0,0,0,,,,,,
984,00:08.6,control,1,3,0,1,9.64014565,,,,,,
985,00:08.6,control,0,0,0,0,0,,,,,,
986,00:08.6,control,0,0,0,0,0,,,,,,
987,00:08.6,control,1,4,1,0,0,,,,,,
988,00:08.6,treatment,1,7,0,0,0,,,,,,
989,00:08.6,control,0,1,0,0,0,,,,,,
990,00:08.6,treatment,1,8,1,0,0,,,,,,
991,00:08.6,treatment,0,1,0,0,0,,,,,,
992,00:08.6,control,0,3,0,0,0,,,,,,
993,00:08.6,treatment,0,0,0,0,0,,,,,,
994,00:08.6,control,0,1,1,0,0,,,,,,
995,00:08.6,treatment,0,0,1,0,0,,,,,,
996,00:08.6,treatment,0,0,1,1,10.77772671,,,,,,
997,00:08.6,control,0,2,0,0,0,,,,,,
998,00:08.6,treatment,0,0,0,0,0,,,,,,
999,00:08.6,treatment,1,4,0,1,7.961519055,,,,,,
1000,00:08.6,control,0,0,0,0,0,,,,,,
1001,00:08.6,treatment,0,1,1,1,11.01237222,,,,,,
1002,00:08.6,treatment,1,7,0,0,0,,,,,,
1003,00:08.6,control,0,2,0,1,8.75458751,,,,,,
1004,00:08.6,control,0,0,0,0,0,,,,,,
1005,00:08.6,treatment,1,7,1,0,0,,,,,,
1006,00:08.6,treatment,0,2,1,0,0,,,,,,
1007,00:08.6,treatment,1,7,1,0,0,,,,,,
1008,00:08.6,control,1,2,0,0,0,,,,,,
1009,00:08.6,treatment,0,2,0,0,0,,,,,,
